play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,play_session_channel_code,english_description_x,french_description_x,play_session_status_code,english_description_y,french_description_y
1061,323,2024-12-02T04:22:28.400-06:00,2024-12-02T12:01:28.400-06:00,MOBILE,COMPLETED,3674,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1062,451,2024-05-23T19:59:19.495-06:00,2024-05-24T00:33:19.495-06:00,BROWSER,TIMEOUT,3037,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1063,78,2024-10-18T19:41:39.407-06:00,2024-10-19T00:25:39.407-06:00,BROWSER,COMPLETED,1097,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1064,216,2024-12-07T14:08:26.660-06:00,2024-12-07T18:17:26.660-06:00,BROWSER,COMPLETED,933,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1065,258,2024-11-25T08:24:18.299-06:00,2024-11-25T15:01:18.299-06:00,BROWSER,COMPLETED,3869,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1066,180,2024-12-21T20:34:04.454-06:00,2024-12-22T06:34:04.454-06:00,BROWSER,COMPLETED,4994,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1067,83,2024-12-16T21:21:04.536-06:00,2024-12-17T02:05:04.536-06:00,BROWSER,COMPLETED,2203,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1068,425,2024-07-27T14:51:32.110-06:00,2024-07-27T17:44:32.110-06:00,BROWSER,TIMEOUT,4374,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1069,443,2024-12-30T09:45:33.231-06:00,2024-12-30T16:25:33.231-06:00,MOBILE,ABORTED,1372,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1070,80,2024-12-30T11:46:06.684-06:00,2024-12-30T15:09:06.684-06:00,BROWSER,ABORTED,2930,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1071,245,2024-12-27T18:00:53.154-06:00,2024-12-28T03:20:53.154-06:00,MOBILE,TIMEOUT,347,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1072,37,2024-12-29T08:17:35.092-06:00,2024-12-29T18:15:35.092-06:00,MOBILE,ABORTED,4177,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1073,384,2024-10-04T18:25:30.108-06:00,2024-10-04T21:11:30.108-06:00,BROWSER,TIMEOUT,1870,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1074,327,2024-09-24T19:37:57.416-06:00,2024-09-25T01:11:57.416-06:00,MOBILE,TIMEOUT,505,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1075,48,2024-01-14T19:05:19.112-06:00,2024-01-15T04:07:19.112-06:00,MOBILE,ABORTED,1570,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1076,485,2024-10-18T01:25:13.106-06:00,2024-10-18T07:39:13.106-06:00,MOBILE,ABORTED,1789,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1077,13,2024-10-21T02:36:03.597-06:00,2024-10-21T10:29:03.597-06:00,BROWSER,ABORTED,672,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1078,300,2024-11-19T05:04:37.500-06:00,2024-11-19T13:17:37.500-06:00,BROWSER,COMPLETED,2091,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1079,435,2024-01-31T16:01:08.368-06:00,2024-01-31T17:20:08.368-06:00,BROWSER,TIMEOUT,4947,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1080,19,2024-05-29T09:14:50.252-06:00,2024-05-29T17:30:50.252-06:00,MOBILE,TIMEOUT,4357,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1081,164,2024-12-19T09:07:44.598-06:00,2024-12-19T14:20:44.598-06:00,BROWSER,ABORTED,2011,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1082,54,2024-10-10T22:30:50.785-06:00,2024-10-11T01:11:50.785-06:00,BROWSER,COMPLETED,4980,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1083,150,2024-11-06T15:12:22.191-06:00,2024-11-06T23:13:22.191-06:00,MOBILE,TIMEOUT,1170,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1084,123,2024-07-05T08:57:20.103-06:00,2024-07-05T18:32:20.103-06:00,BROWSER,ABORTED,3924,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1085,305,2024-12-30T06:45:17.090-06:00,2024-12-30T15:04:17.090-06:00,MOBILE,TIMEOUT,1466,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1086,442,2024-04-18T14:07:56.665-06:00,2024-04-18T21:46:56.665-06:00,BROWSER,COMPLETED,3017,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1087,94,2024-10-21T13:38:30.181-06:00,2024-10-21T18:18:30.181-06:00,BROWSER,TIMEOUT,276,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1088,411,2024-12-07T10:26:33.657-06:00,2024-12-07T17:22:33.657-06:00,BROWSER,ABORTED,3397,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1089,17,2024-12-30T17:39:57.056-06:00,2024-12-30T18:45:57.056-06:00,MOBILE,COMPLETED,365,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1090,398,2024-10-18T16:22:35.169-06:00,2024-10-19T01:50:35.169-06:00,BROWSER,COMPLETED,4775,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1091,454,2024-04-14T21:55:20.669-06:00,2024-04-15T05:46:20.669-06:00,MOBILE,ABORTED,3444,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1092,151,2024-09-08T15:47:51.197-06:00,2024-09-08T16:07:51.197-06:00,MOBILE,ABORTED,2802,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1093,71,2024-12-21T09:43:06.091-06:00,2024-12-21T17:16:06.091-06:00,BROWSER,TIMEOUT,1045,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1094,163,2024-11-24T21:29:34.142-06:00,2024-11-25T03:15:34.142-06:00,MOBILE,ABORTED,426,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1095,341,2024-12-30T04:11:45.794-06:00,2024-12-30T11:44:45.794-06:00,MOBILE,ABORTED,1879,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1096,294,2024-12-20T09:32:51.936-06:00,2024-12-20T13:59:51.936-06:00,BROWSER,ABORTED,2597,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1097,107,2024-12-02T07:31:51.607-06:00,2024-12-02T16:25:51.607-06:00,MOBILE,COMPLETED,3315,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1098,448,2024-11-26T22:15:09.095-06:00,2024-11-27T03:45:09.095-06:00,BROWSER,ABORTED,2645,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1099,224,2024-12-04T10:51:30.105-06:00,2024-12-04T11:57:30.105-06:00,MOBILE,TIMEOUT,871,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1100,87,2024-12-14T18:45:05.089-06:00,2024-12-15T00:55:05.089-06:00,MOBILE,COMPLETED,4585,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1101,446,2024-12-30T02:53:34.044-06:00,2024-12-30T08:14:34.044-06:00,BROWSER,TIMEOUT,4643,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1102,49,2024-11-04T00:59:05.625-06:00,2024-11-04T01:11:05.625-06:00,MOBILE,ABORTED,3956,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1103,139,2024-11-14T23:18:45.561-06:00,2024-11-15T08:23:45.561-06:00,MOBILE,TIMEOUT,1222,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1104,263,2024-09-05T12:25:08.951-06:00,2024-09-05T19:47:08.951-06:00,BROWSER,TIMEOUT,4532,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1105,279,2024-12-12T16:11:51.940-06:00,2024-12-13T02:08:51.940-06:00,MOBILE,ABORTED,1530,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1106,105,2024-12-22T20:23:38.364-06:00,2024-12-23T00:39:38.364-06:00,MOBILE,COMPLETED,2421,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1107,214,2024-12-23T12:14:30.216-06:00,2024-12-23T13:36:30.216-06:00,MOBILE,COMPLETED,3705,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1108,144,2024-12-23T16:26:45.829-06:00,2024-12-23T21:51:45.829-06:00,MOBILE,COMPLETED,3027,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1109,225,2024-12-20T00:51:32.591-06:00,2024-12-20T01:28:32.591-06:00,MOBILE,COMPLETED,3336,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1110,227,2024-06-30T18:38:03.894-06:00,2024-06-30T23:01:03.894-06:00,MOBILE,COMPLETED,672,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1111,64,2024-12-28T07:09:02.921-06:00,2024-12-28T15:06:02.921-06:00,MOBILE,ABORTED,2670,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1112,421,2024-12-18T12:51:54.801-06:00,2024-12-18T22:08:54.801-06:00,MOBILE,TIMEOUT,1282,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1113,48,2024-08-30T21:18:13.581-06:00,2024-08-30T21:54:13.581-06:00,MOBILE,ABORTED,3366,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1114,115,2024-12-12T01:01:11.665-06:00,2024-12-12T06:24:11.665-06:00,BROWSER,TIMEOUT,3530,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1115,79,2024-12-30T14:26:34.604-06:00,2024-12-30T19:46:34.604-06:00,BROWSER,TIMEOUT,3660,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1116,215,2024-10-10T21:56:26.994-06:00,2024-10-11T04:09:26.994-06:00,BROWSER,TIMEOUT,333,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1117,103,2024-12-28T05:02:36.297-06:00,2024-12-28T05:30:36.297-06:00,MOBILE,COMPLETED,1794,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1118,433,2024-12-05T22:09:19.523-06:00,2024-12-06T06:26:19.523-06:00,MOBILE,ABORTED,572,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1119,336,2024-12-30T09:35:27.763-06:00,2024-12-30T16:40:27.763-06:00,BROWSER,COMPLETED,2380,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1120,121,2024-11-08T23:03:49.690-06:00,2024-11-09T03:48:49.690-06:00,MOBILE,ABORTED,480,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1121,99,2024-12-25T14:33:58.317-06:00,2024-12-25T22:35:58.317-06:00,MOBILE,ABORTED,4320,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1122,170,2024-12-30T06:10:39.437-06:00,2024-12-30T11:24:39.437-06:00,BROWSER,TIMEOUT,3747,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1123,112,2024-12-03T13:38:35.174-06:00,2024-12-03T15:39:35.174-06:00,BROWSER,TIMEOUT,935,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1124,260,2024-06-21T00:34:00.311-06:00,2024-06-21T04:32:00.311-06:00,BROWSER,TIMEOUT,4824,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1126,184,2024-12-23T02:09:39.401-06:00,2024-12-23T07:33:39.401-06:00,BROWSER,COMPLETED,4828,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1127,415,2024-01-09T08:41:00.006-06:00,2024-01-09T14:06:00.006-06:00,BROWSER,COMPLETED,3933,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1128,156,2024-12-25T09:44:00.178-06:00,2024-12-25T16:21:00.178-06:00,MOBILE,TIMEOUT,1395,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1129,123,2024-09-09T03:04:38.145-06:00,2024-09-09T04:22:38.145-06:00,BROWSER,TIMEOUT,542,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1130,489,2024-12-08T17:15:22.240-06:00,2024-12-08T19:06:22.240-06:00,BROWSER,COMPLETED,4215,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1131,292,2024-12-30T16:43:49.317-06:00,2024-12-30T18:34:49.317-06:00,MOBILE,TIMEOUT,1657,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1132,303,2024-09-29T03:10:23.377-06:00,2024-09-29T09:09:23.377-06:00,MOBILE,ABORTED,2806,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1133,402,2024-11-26T12:58:17.151-06:00,2024-11-26T20:43:17.151-06:00,MOBILE,TIMEOUT,2800,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1134,364,2024-12-25T00:26:54.873-06:00,2024-12-25T03:28:54.873-06:00,BROWSER,COMPLETED,2441,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1135,398,2024-12-30T10:20:15.796-06:00,2024-12-30T19:39:15.796-06:00,BROWSER,ABORTED,1280,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1136,494,2024-09-03T12:03:04.200-06:00,2024-09-03T12:56:04.200-06:00,BROWSER,TIMEOUT,178,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1137,13,2024-11-18T04:51:39.498-06:00,2024-11-18T07:54:39.498-06:00,MOBILE,COMPLETED,4560,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1138,92,2024-12-06T12:51:47.309-06:00,2024-12-06T18:19:47.309-06:00,MOBILE,ABORTED,1539,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1139,350,2024-12-30T15:06:56.173-06:00,2024-12-30T21:22:56.173-06:00,MOBILE,TIMEOUT,4205,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1140,34,2024-12-18T22:59:30.458-06:00,2024-12-19T04:14:30.458-06:00,BROWSER,TIMEOUT,2424,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1141,64,2024-12-30T16:12:02.824-06:00,2024-12-30T19:43:02.824-06:00,MOBILE,COMPLETED,3489,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1142,368,2024-12-19T08:21:23.151-06:00,2024-12-19T18:14:23.151-06:00,MOBILE,TIMEOUT,359,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1143,195,2024-10-24T22:29:30.699-06:00,2024-10-25T04:59:30.699-06:00,BROWSER,ABORTED,568,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1144,88,2024-08-30T02:20:34.589-06:00,2024-08-30T04:35:34.589-06:00,MOBILE,ABORTED,2486,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1145,78,2024-11-26T21:58:06.405-06:00,2024-11-27T07:43:06.405-06:00,MOBILE,COMPLETED,423,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1146,293,2024-12-25T21:50:31.087-06:00,2024-12-26T02:36:31.087-06:00,MOBILE,TIMEOUT,817,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1147,313,2024-12-29T03:37:08.762-06:00,2024-12-29T13:16:08.762-06:00,BROWSER,ABORTED,1265,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1148,340,2024-12-30T16:45:43.090-06:00,2024-12-30T22:21:43.090-06:00,MOBILE,COMPLETED,2594,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1149,207,2024-12-28T18:33:08.087-06:00,2024-12-29T04:13:08.087-06:00,BROWSER,ABORTED,1067,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1150,126,2024-12-27T09:18:40.063-06:00,2024-12-27T19:14:40.063-06:00,BROWSER,COMPLETED,3421,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1151,198,2024-07-12T06:44:45.197-06:00,2024-07-12T11:43:45.197-06:00,BROWSER,ABORTED,3680,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1152,347,2024-12-17T16:23:31.980-06:00,2024-12-17T23:05:31.980-06:00,BROWSER,COMPLETED,1652,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1153,494,2024-12-12T21:59:04.403-06:00,2024-12-13T05:06:04.403-06:00,BROWSER,TIMEOUT,1207,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1155,335,2024-03-31T23:50:47.305-06:00,2024-04-01T06:24:47.305-06:00,MOBILE,TIMEOUT,2783,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1157,127,2024-12-28T05:20:25.870-06:00,2024-12-28T12:11:25.870-06:00,MOBILE,COMPLETED,1624,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1158,399,2024-12-15T05:29:16.953-06:00,2024-12-15T15:05:16.953-06:00,BROWSER,COMPLETED,3861,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1159,408,2024-12-26T05:02:40.223-06:00,2024-12-26T09:39:40.223-06:00,BROWSER,ABORTED,956,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1160,392,2024-11-08T05:00:30.729-06:00,2024-11-08T12:31:30.729-06:00,BROWSER,COMPLETED,1506,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1162,456,2024-11-27T20:53:07.263-06:00,2024-11-27T23:44:07.263-06:00,BROWSER,TIMEOUT,956,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1163,442,2024-07-19T09:19:18.289-06:00,2024-07-19T13:00:18.289-06:00,BROWSER,TIMEOUT,2464,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1164,72,2024-03-27T08:09:30.178-06:00,2024-03-27T16:34:30.178-06:00,MOBILE,COMPLETED,2000,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1165,46,2024-12-21T23:56:02.682-06:00,2024-12-22T01:00:02.682-06:00,MOBILE,COMPLETED,3534,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1166,172,2024-12-26T03:49:43.498-06:00,2024-12-26T08:24:43.498-06:00,BROWSER,COMPLETED,4999,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1167,332,2024-10-09T18:08:25.090-06:00,2024-10-10T03:37:25.090-06:00,MOBILE,COMPLETED,2904,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1168,278,2024-12-18T18:43:21.200-06:00,2024-12-18T22:08:21.200-06:00,BROWSER,ABORTED,2845,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1169,40,2024-07-08T08:21:33.010-06:00,2024-07-08T10:30:33.010-06:00,MOBILE,COMPLETED,4773,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1171,462,2024-05-12T09:25:03.352-06:00,2024-05-12T11:42:03.352-06:00,MOBILE,ABORTED,3095,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1172,72,2024-12-13T08:26:38.107-06:00,2024-12-13T13:02:38.107-06:00,MOBILE,COMPLETED,2921,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1173,5,2024-12-22T22:30:42.111-06:00,2024-12-23T03:41:42.111-06:00,BROWSER,ABORTED,1904,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1174,500,2024-12-19T04:29:23.009-06:00,2024-12-19T11:42:23.009-06:00,BROWSER,COMPLETED,2691,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1175,484,2024-12-30T08:35:21.274-06:00,2024-12-30T17:46:21.274-06:00,BROWSER,COMPLETED,1029,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1176,16,2024-12-03T00:01:47.015-06:00,2024-12-03T01:15:47.015-06:00,MOBILE,ABORTED,521,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1177,406,2024-07-21T23:32:43.059-06:00,2024-07-22T08:38:43.059-06:00,MOBILE,COMPLETED,1944,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1178,118,2024-12-30T18:02:03.232-06:00,2024-12-30T21:30:03.232-06:00,BROWSER,COMPLETED,4372,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1179,103,2024-12-29T21:17:51.784-06:00,2024-12-30T01:42:51.784-06:00,BROWSER,ABORTED,310,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1180,499,2024-12-29T15:49:02.135-06:00,2024-12-29T17:19:02.135-06:00,MOBILE,COMPLETED,4882,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1181,472,2024-10-18T21:01:03.930-06:00,2024-10-19T05:59:03.930-06:00,BROWSER,COMPLETED,4181,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1182,175,2024-12-05T20:15:45.273-06:00,2024-12-05T22:36:45.273-06:00,BROWSER,ABORTED,1156,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1183,300,2024-12-13T22:41:58.498-06:00,2024-12-14T01:42:58.498-06:00,BROWSER,ABORTED,4504,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1185,432,2024-12-27T03:51:22.054-06:00,2024-12-27T10:20:22.054-06:00,BROWSER,TIMEOUT,4299,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1186,89,2024-12-05T13:38:25.158-06:00,2024-12-05T23:10:25.158-06:00,MOBILE,COMPLETED,4745,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1187,184,2024-12-25T01:42:07.630-06:00,2024-12-25T11:16:07.630-06:00,BROWSER,TIMEOUT,1503,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1188,44,2024-08-22T11:49:10.288-06:00,2024-08-22T17:04:10.288-06:00,MOBILE,COMPLETED,220,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1189,484,2024-12-30T18:13:35.454-06:00,2024-12-30T21:44:35.454-06:00,MOBILE,COMPLETED,2974,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1190,432,2024-12-27T12:22:23.017-06:00,2024-12-27T15:02:23.017-06:00,BROWSER,TIMEOUT,3156,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1191,447,2024-09-19T01:58:42.738-06:00,2024-09-19T05:11:42.738-06:00,MOBILE,TIMEOUT,1100,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1192,326,2024-12-16T17:29:11.053-06:00,2024-12-17T02:58:11.053-06:00,BROWSER,COMPLETED,2089,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1193,420,2024-11-28T04:06:27.579-06:00,2024-11-28T05:12:27.579-06:00,MOBILE,ABORTED,4802,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1194,407,2024-09-14T21:07:09.212-06:00,2024-09-15T00:10:09.212-06:00,MOBILE,TIMEOUT,645,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1196,485,2024-10-29T11:18:11.982-06:00,2024-10-29T13:25:11.982-06:00,MOBILE,COMPLETED,3837,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1197,334,2024-01-25T12:47:23.042-06:00,2024-01-25T18:22:23.042-06:00,MOBILE,COMPLETED,2994,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1198,226,2024-12-14T14:03:41.165-06:00,2024-12-14T18:15:41.165-06:00,BROWSER,COMPLETED,2492,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1199,306,2024-12-11T08:09:20.733-06:00,2024-12-11T09:26:20.733-06:00,BROWSER,ABORTED,3300,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1200,35,2024-08-13T01:02:58.028-06:00,2024-08-13T04:13:58.028-06:00,MOBILE,COMPLETED,357,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1201,121,2024-12-09T23:51:03.713-06:00,2024-12-10T02:51:03.713-06:00,MOBILE,COMPLETED,341,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1203,376,2024-12-24T11:35:21.085-06:00,2024-12-24T19:34:21.085-06:00,MOBILE,COMPLETED,3494,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1204,366,2024-12-30T06:54:25.019-06:00,2024-12-30T15:10:25.019-06:00,MOBILE,TIMEOUT,1120,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1205,90,2024-10-27T10:08:55.417-06:00,2024-10-27T18:08:55.417-06:00,MOBILE,TIMEOUT,4900,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1206,76,2024-12-05T20:28:38.445-06:00,2024-12-06T05:09:38.445-06:00,BROWSER,ABORTED,4892,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1207,456,2024-12-19T03:45:37.823-06:00,2024-12-19T13:37:37.823-06:00,MOBILE,ABORTED,2082,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1208,461,2024-12-30T19:37:11.140-06:00,2024-12-30T21:58:11.140-06:00,BROWSER,TIMEOUT,2509,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1209,444,2024-08-03T00:37:42.248-06:00,2024-08-03T09:43:42.248-06:00,BROWSER,ABORTED,2806,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1210,183,2024-12-30T00:26:47.434-06:00,2024-12-30T08:32:47.434-06:00,MOBILE,TIMEOUT,902,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1211,413,2024-12-12T11:05:45.190-06:00,2024-12-12T11:59:45.190-06:00,BROWSER,COMPLETED,4812,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1212,393,2024-12-04T16:29:19.071-06:00,2024-12-04T17:02:19.071-06:00,BROWSER,COMPLETED,1521,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
